resp_pkts,service,orig_ip_bytes,local_resp,missed_bytes,proto,duration,conn_state,dest_ip_zeek,orig_pkts,community_id,resp_ip_bytes,dest_port_zeek,orig_bytes,local_orig,datetime,history,resp_bytes,uid,src_port_zeek,ts,src_ip_zeek,label_tactic
2,dns,0,False,0,udp,4.696846008300781e-05,SHR,143.88.11.1,0,1:fmjq7054PBzJ0DlCs+VrFsFwJIg=,158,53,0.0,False,2022-01-16 10:25:06.582,^d,102.0,CBXgY0202HhCy5h95f,48313,1642350306.58271,143.88.11.14,none
0,dns,134,True,0,udp,2.6226043701171875e-05,S0,10.0.10.1,2,1:qCC5m86noqIYql0PDzpBMTzWv9U=,0,53,78.0,False,2022-01-16 21:53:47.043,D,0.0,C2IsGKqOqBy46KL,47700,1642391627.043702,143.88.255.10,none
0,dns,158,True,0,udp,2.002716064453125e-05,S0,10.0.10.1,2,1:oKdzjkqRwj5/GDfPDVTfTm9vObY=,0,53,102.0,False,2022-01-16 17:38:10.283,D,0.0,CIWRli1g8NZFnPjA6b,46165,1642376290.283146,143.88.255.10,none
0,dns,142,False,0,udp,0.00013709068298339844,S0,8.8.8.8,2,1:X6nL/bAMAzTIwK4z/Qpw96yal98=,0,53,86.0,False,2022-01-16 18:30:58.176,D,0.0,C3blDN2hmr2FNV2zIa,39817,1642379458.176303,143.88.11.10,none
2,dns,0,False,0,udp,0.00022792816162109375,SHR,143.88.11.1,0,1:S3MzIyXPYx4gvd8TQAob8WUgQ6s=,134,53,0.0,False,2022-01-16 09:41:39.650,^d,78.0,Cezyto4jAd1YMOysO5,42657,1642347699.650569,143.88.11.14,none
0,dns,134,True,0,udp,2.09808349609375e-05,S0,10.0.10.1,2,1:xkZv6BNaCT8C1plRJoPvOHPbRrY=,0,53,78.0,False,2022-01-16 09:13:30.012,D,0.0,Cl6rK21owInALYGFi7,57887,1642346010.012434,143.88.255.10,none
0,dns,88,False,0,udp,,S0,2001:500:2d::d,1,1:Js0BiNxQ7BceLopEQ0tbDaLrPUk=,0,53,,False,2022-01-16 18:42:15.433,D,,C7BYUg3YmpoDxLRy95,47443,1642380135.433024,fe80::250:56ff:fe9e:f1c3,none
4,,176,False,0,tcp,0.0006699562072753906,REJ,143.88.7.15,4,1:HlC9aTxZxP04+wRG3qj0aBdW2sg=,160,49154,0.0,False,2022-02-12 13:59:58.614,Sr,0.0,CXklf614OOKwkBlLm9,58517,1644674398.614245,143.88.2.10,Reconnaissance
0,dns,134,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:tTMfRtxQfdTzxA/N2Q+o51M44+Q=,0,53,78.0,False,2022-01-16 13:56:20.274,D,0.0,CeySGA1mRI9J8ruBY1,43583,1642362980.274755,143.88.255.10,none
0,dns,134,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:nJlN8qktmWxrHqFey0VAwuvqr3I=,0,53,78.0,False,2022-01-16 04:17:33.246,D,0.0,CiDBrH3PGibQr7mCrb,44429,1642328253.246998,143.88.255.10,none
0,dns,142,False,0,udp,4.9114227294921875e-05,S0,8.8.8.8,2,1:Cg6jmQZtZVr/+n2BKtt2xHhzyjI=,0,53,86.0,False,2022-01-16 04:18:54.841,D,0.0,CjL2pHX1H6YnbC0ee,44853,1642328334.841507,143.88.11.10,none
0,dns,142,False,0,udp,9.107589721679688e-05,S0,8.8.4.4,2,1:fXgGxRSHIK1BWgR3y0maTiVnpSs=,0,53,86.0,False,2022-01-16 00:40:46.156,D,0.0,CAWADA1HaPLy8f530i,36136,1642315246.156581,143.88.11.10,none
0,dns,158,True,0,udp,2.2172927856445312e-05,S0,10.0.10.1,2,1:JRh1CRde2lTWY9geh+KJNc93beI=,0,53,102.0,False,2022-01-16 13:21:33.021,D,0.0,CPObQ947PuVfndpezj,49117,1642360893.02155,143.88.255.10,none
1,,72,False,0,icmp,0.00011587142944335938,OTH,fe80::250:56ff:fe9e:da15,1,1:kqDdQjGjWlHDBR2gIbitVo13Xug=,64,136,24.0,False,2022-01-16 03:46:22.226,,16.0,Cy298R1IQNa8WkT7Nb,135,1642326382.226978,fe80::250:56ff:fe9e:ef90,none
0,dns,134,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:Vy1KwpdrlB877u1AyV6VaO5oNIs=,0,53,78.0,False,2022-01-16 18:53:47.789,D,0.0,CIw8vYZgqWM5sEpa8,42177,1642380827.789696,143.88.255.10,none
0,dns,138,False,0,udp,7.700920104980469e-05,S0,8.8.4.4,2,1:RJqciQK9BtyhfcyRZw1MSFk9iow=,0,53,82.0,False,2022-01-16 09:36:44.372,D,0.0,C1EMD44hZIOLdgxr07,43867,1642347404.372044,143.88.11.10,none
0,dns,158,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:L0pwKWoVddFO7kOlXN56QDlu6Vg=,0,53,102.0,False,2022-01-16 16:12:58.030,D,0.0,Cj2TImi8VatK2jLn4,58097,1642371178.030614,143.88.255.10,none
0,dns,142,False,0,udp,8.797645568847656e-05,S0,8.8.8.8,2,1:qTHJOmG0va3pgQDrE47ffqZTn5s=,0,53,86.0,False,2022-01-16 09:04:22.599,D,0.0,CBxiKb3St7z0r1XKBh,47138,1642345462.599897,143.88.11.10,none
0,dns,134,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:YQWjTT9ECAWuYkWiPvinsjYX/LI=,0,53,78.0,False,2022-01-16 11:55:50.517,D,0.0,CdRyPj4zAKmmbTgPK8,53288,1642355750.517661,143.88.255.10,none
2,dns,0,False,0,udp,1.9073486328125e-06,SHR,143.88.11.1,0,1:CTVwg9DTJ8H32uN3dCel+UiZSQ8=,134,53,0.0,False,2022-01-16 06:50:22.488,^d,78.0,CMd3kz3gCqhuBak3Hb,42465,1642337422.488568,143.88.11.14,none
0,dns,134,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:g6Y79ndHvXoOMr86RrNQDtSuIrI=,0,53,78.0,False,2022-01-16 15:17:00.279,D,0.0,Ck1f7z4xr5V9SUC4G2,44134,1642367820.279569,143.88.255.10,none
0,dns,312,False,0,udp,4.00334095954895,S0,143.88.11.255,4,1:t7BMQao12G14cCDu8mkb7IvhFc0=,0,137,200.0,False,2022-01-16 07:12:08.664,D,0.0,CMqz6a35xKkeQwe7I8,137,1642338728.664962,143.88.11.11,none
0,dns,134,True,0,udp,1.811981201171875e-05,S0,10.0.10.1,2,1:p19fFVR5wV8BG2O+RBBNyVmZRtc=,0,53,78.0,False,2022-01-16 11:45:45.517,D,0.0,CVFcc52ufroTQp0r23,60049,1642355145.517025,143.88.255.10,none
0,dns,138,False,0,udp,0.00011587142944335938,S0,8.8.4.4,2,1:RnQN0S6Gjb1jGyOmr1ySdylycso=,0,53,82.0,False,2022-01-16 22:33:41.867,D,0.0,CIOFoD4vvAcPDvIIwh,41728,1642394021.867254,143.88.11.10,none
0,dns,138,False,0,udp,0.00010704994201660156,S0,8.8.8.8,2,1:9itQg94soohKDshKECS1Q8C6Zk4=,0,53,82.0,False,2022-01-16 10:33:30.516,D,0.0,Cdga2p3Q1CCoYNbczj,35021,1642350810.516223,143.88.11.10,none
0,dns,158,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:0TvBC8M0YJYGynkeMTU0bAccGTE=,0,53,102.0,False,2022-01-16 04:35:42.247,D,0.0,CEk44n12F6KgI3gI18,45971,1642329342.247771,143.88.255.10,none
0,dns,134,True,0,udp,1.4781951904296875e-05,S0,10.0.10.1,2,1:Wrxxoy3kOeeJYfvJ1mDFTaNYzNU=,0,53,78.0,False,2022-01-16 06:25:36.752,D,0.0,CiPuWv1ZtSiN6op8Vk,56346,1642335936.752252,143.88.255.10,none
0,dns,138,False,0,udp,0.00011587142944335938,S0,8.8.8.8,2,1:a2OnWrpRujelXsZgREQIMefD5F4=,0,53,82.0,False,2022-01-16 00:56:20.718,D,0.0,Cc0Arc9Y1Gi88OyP9,46873,1642316180.718058,143.88.11.10,none
0,dns,158,True,0,udp,1.6927719116210938e-05,S0,10.0.10.1,2,1:pW6qE+QqWXiveSafj+yfRWGKYl0=,0,53,102.0,False,2022-01-16 15:55:19.277,D,0.0,C51HY51iNR6mNalXQ2,54651,1642370119.277267,143.88.255.10,none
1,,72,False,0,icmp,0.0001289844512939453,OTH,fe80::250:56ff:fe9e:ef90,1,1:plmDtHFmNQL6jda3nA98S44pmlM=,64,136,24.0,False,2022-01-16 12:43:16.349,,16.0,CYctlg48bucDXrfUAg,135,1642358596.349302,fe80::250:56ff:fe9e:da15,none
0,dns,158,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:Q62MphtCreRtmDyrBe0wm2ZHvDM=,0,53,102.0,False,2022-01-16 17:16:29.534,D,0.0,Ci07Os13I9df6WNVlf,32773,1642374989.534674,143.88.255.10,none
2,dns,0,False,0,udp,2.86102294921875e-06,SHR,143.88.11.1,0,1:3NLSwGkQh8DU3NEyBCTuRd/Zsfg=,134,53,0.0,False,2022-01-16 01:08:21.376,^d,78.0,CXm8GC3xcS2sMwFht5,54019,1642316901.37631,143.88.11.14,none
0,dns,134,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:jOo1CdHqfpGkBXja8m2JtTg1R68=,0,53,78.0,False,2022-01-16 22:48:14.047,D,0.0,C2WUM81kKjeEM2Hhw,56815,1642394894.047964,143.88.255.10,none
0,dns,138,False,0,udp,0.00012803077697753906,S0,8.8.8.8,2,1:W7cB0g38ZNs9k9Ob7jhMNh7Vj20=,0,53,82.0,False,2022-01-16 14:32:02.661,D,0.0,CS89Fn35FLK8dfDQn7,57999,1642365122.661122,143.88.11.10,none
0,dns,316,False,0,udp,5.005100965499878,S0,143.88.11.1,4,1:cfownFdnYk8LXL89I933XY4+ITw=,0,53,204.0,False,2022-01-16 19:37:05.139,D,0.0,CO63Ug2U4IHEFI4D93,51814,1642383425.139668,143.88.11.14,none
0,dns,158,True,0,udp,1.5974044799804688e-05,S0,10.0.10.1,2,1:tWFXrofYYE4qk7qmdPnhcadksBc=,0,53,102.0,False,2022-01-16 22:10:55.545,D,0.0,CtVLcnzJnxVW131U6,49234,1642392655.545315,143.88.255.10,none
0,dns,158,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:dxTaGjCWYPmPhcedZ3Qoq78H4mU=,0,53,102.0,False,2022-01-16 03:14:01.742,D,0.0,C0r5Sg1cMCCyq9iQr8,43920,1642324441.742016,143.88.255.10,none
0,dns,134,True,0,udp,2.288818359375e-05,S0,10.0.10.1,2,1:uEXeea6mLhdeRpsMJZV4DtiBAnM=,0,53,78.0,False,2022-01-16 07:20:03.754,D,0.0,CuzAw63VdoaPHSHfnl,46109,1642339203.754893,143.88.255.10,none
0,dns,158,True,0,udp,1.5974044799804688e-05,S0,10.0.10.1,2,1:tJF+rb1Y0TnFdLRhuY7rM024A1M=,0,53,102.0,False,2022-01-16 20:42:11.541,D,0.0,CA32yo45nEUkSfV5Pj,46258,1642387331.541274,143.88.255.10,none
0,dns,142,False,0,udp,9.083747863769531e-05,S0,8.8.8.8,2,1:g9IIdGcBfTFiVZR6nw/3WLSU6K8=,0,53,86.0,False,2022-01-16 01:12:12.516,D,0.0,CYx0bL3TQ2mDCb9er4,54331,1642317132.516684,143.88.11.10,none
4,,176,False,0,tcp,0.0009210109710693359,REJ,143.88.7.15,4,1:uq9VUXrTlO9kNEPEaWy0G0aYh7o=,160,1106,0.0,False,2022-02-12 14:01:37.535,Sr,0.0,CkHSFh3HZL2p1dmWme,53565,1644674497.535887,143.88.2.10,Reconnaissance
2,dns,0,False,0,udp,0.0003731250762939453,SHR,143.88.11.1,0,1:dluWI9IeUbGVKjpkI1h2l4VT7I4=,158,53,0.0,False,2022-01-16 01:38:27.677,^d,102.0,CXqj2u1fPCe7wX4RPd,53226,1642318707.677027,143.88.11.14,none
0,dns,56,False,0,udp,,S0,199.7.91.13,1,1:5UD5QrYXiJkuu0kiz4mlOoEygcQ=,0,53,,False,2022-01-16 22:01:47.696,D,,C5OHdZ14gtlKx4U5eb,11881,1642392107.696933,143.88.0.18,none
0,,240,False,0,tcp,0.00022101402282714844,S0,143.88.7.11,4,1:y9EFCg93SI+JOY/WrcHVcvDDdYo=,0,1783,0.0,False,2022-02-10 17:48:35.586,S,0.0,CAt8HCQRydtAMbQb8,35248,1644515315.58621,143.88.2.10,Reconnaissance
0,dns,134,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:vTha24bG6zy5GtYO5ZxbOg7/x3M=,0,53,78.0,False,2022-01-16 20:36:08.541,D,0.0,CzaDul3yeFtWuUeiw5,46161,1642386968.541887,143.88.255.10,none
0,dns,134,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:cKyqwfdLkl+kZLrUbGJk32vKidw=,0,53,78.0,False,2022-01-16 07:01:24.503,D,0.0,CXFmWK1g44BmcfTxB4,55736,1642338084.503716,143.88.255.10,none
0,dns,158,True,0,udp,1.5974044799804688e-05,S0,10.0.10.1,2,1:TSYk3zXAXlK1RX7dP5Fxr0eDg1g=,0,53,102.0,False,2022-01-16 19:39:10.288,D,0.0,CoUYL32aQTMfcFeEXi,59310,1642383550.288419,143.88.255.10,none
0,dns,158,True,0,udp,1.6927719116210938e-05,S0,10.0.10.1,2,1:O5YwTv2KEGz6dqGw35CtmgCCJNM=,0,53,102.0,False,2022-01-16 22:47:13.551,D,0.0,CeIziTUcrAbbguW0k,46407,1642394833.551127,143.88.255.10,none
0,dns,138,False,0,udp,6.794929504394531e-05,S0,8.8.8.8,2,1:KoNJj7zqIkAWHofl52yN5Fba2Ws=,0,53,82.0,False,2022-01-16 05:43:37.445,D,0.0,C8cYZaUekA4OdBVJ3,59845,1642333417.445246,143.88.11.10,none
0,dns,138,False,0,udp,0.00010013580322265625,S0,8.8.4.4,2,1:VJweKc2koKIEeZpC6hWxnIkPMM0=,0,53,82.0,False,2022-01-16 09:47:33.191,D,0.0,CJWwH324OEUj3A85qh,35474,1642348053.191449,143.88.11.10,none
0,dns,138,False,0,udp,3.790855407714844e-05,S0,8.8.8.8,2,1:BvnTJJyzxGKTxwtA+BwcjTLsSO0=,0,53,82.0,False,2022-01-16 13:22:35.740,D,0.0,CAybEA1aUdthOqZch,35531,1642360955.740667,143.88.11.10,none
0,dns,134,True,0,udp,1.3828277587890625e-05,S0,10.0.10.1,2,1:brR9NUrh9u2bjwho3hFvcyVpRx0=,0,53,78.0,False,2022-01-16 11:17:31.514,D,0.0,CbCejn19jsXlcwrjig,41498,1642353451.514795,143.88.255.10,none
0,dns,134,True,0,udp,1.7881393432617188e-05,S0,10.0.10.1,2,1:oEwEbeQB9Xf+P4D7bYMSC/3K99o=,0,53,78.0,False,2022-01-16 13:12:28.521,D,0.0,CJBrsy3xxqrDtPEuV,57498,1642360348.521162,143.88.255.10,none
0,dns,56,False,0,udp,,S0,192.203.230.10,1,1:2DCX/iHBzVG9r9AL1cgw+4gnSyI=,0,53,,False,2022-01-16 15:04:47.310,D,,CQLhN52FM7RuVRD1z7,38152,1642367087.310028,143.88.0.42,none
0,dns,158,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:4hJw2E9/28rKUHnS+hEGZ54yUO8=,0,53,102.0,False,2022-01-16 03:13:01.243,D,0.0,CL445J1CTf0FswJlQ3,59530,1642324381.24301,143.88.255.10,none
