resp_pkts,service,orig_ip_bytes,local_resp,missed_bytes,proto,duration,conn_state,dest_ip_zeek,orig_pkts,community_id,resp_ip_bytes,dest_port_zeek,orig_bytes,local_orig,datetime,history,resp_bytes,uid,src_port_zeek,ts,ksrc_ip_zee,label_tactic
0,dns,158,True,0,udp,2.002716064453125e-05,S0,10.0.10.1,2,1:TC7k2cDwS1Bn/7u/QdXoTj/zBIE=,0,53,102.0,False,2021-12-18 14:17:48.384,D,0.0,ClwqKB3Yx2BIwgTld3,38548,1639858668.384476,143.88.255.10,none
0,dns,158,True,0,udp,1.0967254638671875e-05,S0,10.0.10.1,2,1:5DGc7ftz3XepS/NG8XGn7k1Z76U=,0,53,102.0,False,2021-12-17 14:40:05.385,D,0.0,C39ykx2H6a4ik8tGy7,40334,1639773605.385176,143.88.255.10,none
0,dns,134,True,0,udp,1.71661376953125e-05,S0,10.0.10.1,2,1:sY1yHMhowotHQ126R3rSAhDHdS0=,0,53,78.0,False,2021-12-17 20:59:13.383,D,0.0,CEA4uI3X3sllzA6wO7,58231,1639796353.383797,143.88.255.10,none
0,dns,134,True,0,udp,1.3113021850585938e-05,S0,10.0.10.1,2,1:YW52j4rAMjl3Lw3FsY6nZBiUl24=,0,53,78.0,False,2021-12-17 23:18:22.381,D,0.0,CZJOi5BpVoUodoGW4,40778,1639804702.381058,143.88.255.10,none
0,dns,158,True,0,udp,1.0967254638671875e-05,S0,10.0.10.1,2,1:SU7AikdWZuepPUWlLSmiy3e3p10=,0,53,102.0,False,2021-12-18 18:04:10.631,D,0.0,CbAQ9U2Wq2n1Sifhv6,42116,1639872250.631797,143.88.255.10,none
0,dns,158,True,0,udp,1.811981201171875e-05,S0,10.0.10.1,2,1:qMeg+QgUGw9NOzIar/rUDJPljx0=,0,53,102.0,False,2021-12-17 21:44:05.634,D,0.0,CEObfg8iMWmHQRJB1,46795,1639799045.63475,143.88.255.10,none
0,dns,158,True,0,udp,1.5974044799804688e-05,S0,10.0.10.1,2,1:u+DcCHWQzNOSfHLz1oUCMSUlpgU=,0,53,102.0,False,2021-12-18 17:36:26.884,D,0.0,CsKGyZ1geXTocBpa49,40781,1639870586.88488,143.88.255.10,none
0,dns,134,True,0,udp,1.7881393432617188e-05,S0,10.0.10.1,2,1:LPuhfT6sYW+V6ppShxlXTN7174E=,0,53,78.0,False,2021-12-18 19:13:45.131,D,0.0,C4CPPrHWxDt3Vu4Wc,45700,1639876425.131369,143.88.255.10,none
0,dns,134,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:0S0WsiEygsJTSiv4McS1N3m9CWo=,0,53,78.0,False,2021-12-18 05:35:29.383,D,0.0,CdzROejEIytFCibP6,48281,1639827329.383358,143.88.255.10,none
0,dns,56,False,0,udp,,S0,193.0.14.129,1,1:o6BImvY6/I5exUcn41MYuznOB54=,0,53,,False,2021-12-17 14:54:15.848,D,,ClevBJ2EXqLEOjbwUj,20428,1639774455.848915,143.88.0.2,none
0,dns,158,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:pHc2S31v6yTqAgGEwQpUYcIEIJ0=,0,53,102.0,False,2021-12-18 05:30:57.130,D,0.0,CiO27717asWYHuWcMc,39417,1639827057.130621,143.88.255.10,none
0,dns,134,True,0,udp,1.2874603271484375e-05,S0,10.0.10.1,2,1:bSWSLVRE9U4ONbl/vJyIo/GZMiw=,0,53,78.0,False,2021-12-18 00:26:56.383,D,0.0,Ci2wXn2c8r0DmfuxH8,35904,1639808816.383229,143.88.255.10,none
0,dns,158,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:CtmaFy/swlBihTyHbWvcRBk0IeM=,0,53,102.0,False,2021-12-17 22:03:45.381,D,0.0,CDF6bn16lkBf4kFX3f,34787,1639800225.381813,143.88.255.10,none
0,dns,158,True,0,udp,1.0967254638671875e-05,S0,10.0.10.1,2,1:6pdqRpPs9WnNx/uMslFzb13t+h8=,0,53,102.0,False,2021-12-18 06:19:21.133,D,0.0,CvGkKO3klVloBhz1nl,57539,1639829961.1335,143.88.255.10,none
0,dns,134,True,0,udp,1.2874603271484375e-05,S0,10.0.10.1,2,1:CkDavA4ZDMA9QtyxEajxgS9koYY=,0,53,78.0,False,2021-12-18 15:12:15.384,D,0.0,CeSFuJNSXpOsRjhg8,46059,1639861935.384756,143.88.255.10,none
0,dns,134,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:s5kf40QL6vpa+JYO5pR1EFPBCxE=,0,53,78.0,False,2021-12-17 19:17:53.132,D,0.0,CEMByZ3ukSBrvAJuVk,39175,1639790273.132475,143.88.255.10,none
0,dns,158,True,0,udp,1.5974044799804688e-05,S0,10.0.10.1,2,1:yY7joOCGccT7WO/Yo2xUJI6TfSo=,0,53,102.0,False,2021-12-17 18:37:02.882,D,0.0,C34P0j3TFs9wSwYeg6,49900,1639787822.882853,143.88.255.10,none
0,dns,134,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:VKNCzSAWahBPicoOuOvH3F+8DGU=,0,53,78.0,False,2021-12-17 07:21:27.881,D,0.0,CHkHd122YX4SVm7E7l,45536,1639747287.881814,143.88.255.10,none
0,dns,158,True,0,udp,1.2874603271484375e-05,S0,10.0.10.1,2,1:hylbBXqKWVHbteKVA6ZVb4VKq+w=,0,53,102.0,False,2021-12-18 14:19:49.383,D,0.0,C3Ro9q2eMT4Kbwg9Tg,35066,1639858789.383476,143.88.255.10,none
0,dns,158,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:vgJvJRhZGEy9RryPqMYFvM3Ak4c=,0,53,102.0,False,2021-12-18 16:29:23.633,D,0.0,CQQ9K52ntiZK3XWFR,46456,1639866563.633641,143.88.255.10,none
0,dns,158,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:XXgEWib7o7laYwjPjrFWOjvOkGU=,0,53,102.0,False,2021-12-17 18:19:54.383,D,0.0,C5nG643O7oyOTDtmWi,57886,1639786794.383542,143.88.255.10,none
0,dns,134,True,0,udp,1.2874603271484375e-05,S0,10.0.10.1,2,1:SqHoxDI07UwIO5MURT6wlYn/nr4=,0,53,78.0,False,2021-12-17 19:25:57.131,D,0.0,CccRCb4AGWG662Uf8d,58235,1639790757.131472,143.88.255.10,none
0,dns,134,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:EpN+KDWQs8K+qCEkql37348aZ/E=,0,53,78.0,False,2021-12-18 01:12:49.131,D,0.0,CjeFWv11Jh9JVDW1i7,53590,1639811569.131042,143.88.255.10,none
0,dns,134,True,0,udp,1.6927719116210938e-05,S0,10.0.10.1,2,1:jbOe45p6G9C2aJw3lZwlbdHrT3I=,0,53,78.0,False,2021-12-18 06:24:53.881,D,0.0,CDJn7g2y4YCZpcbyBf,57051,1639830293.881063,143.88.255.10,none
0,dns,134,True,0,udp,5.9604644775390625e-06,S0,10.0.10.1,2,1:t6DcSr8VodC67ri2CDoVE9rFX7k=,0,53,78.0,False,2021-12-18 03:43:33.880,D,0.0,Cs2yXh3I64YDRmF3c7,51865,1639820613.88023,143.88.255.10,none
0,dns,134,True,0,udp,1.2874603271484375e-05,S0,10.0.10.1,2,1:UgcwczcaeHhynkZhT+yg+OruOUg=,0,53,78.0,False,2021-12-17 18:12:50.882,D,0.0,CSgmq93eOSF1ZnNP6d,37108,1639786370.882426,143.88.255.10,none
0,dns,134,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:YvFh+TPr1cRrSOos1due+GgQiPw=,0,53,78.0,False,2021-12-17 11:56:44.384,D,0.0,CZnvxc26s6jpqeTqJc,43770,1639763804.384683,143.88.255.10,none
0,dns,158,True,0,udp,1.0013580322265625e-05,S0,10.0.10.1,2,1:aG1d/4MvUqkHb+Ba3ujdO7bX+r0=,0,53,102.0,False,2021-12-18 15:46:02.134,D,0.0,CgiHQXJBoh1fZdfG5,46547,1639863962.134513,143.88.255.10,none
0,dns,134,True,0,udp,1.3828277587890625e-05,S0,10.0.10.1,2,1:XepI4xWBeNFnZeKpxCd2hxAAVCI=,0,53,78.0,False,2021-12-18 12:59:39.633,D,0.0,C3v9K03llHqjBZXZQh,50393,1639853979.633474,143.88.255.10,none
0,dns,158,True,0,udp,1.9073486328125e-06,S0,10.0.10.1,2,1:o4gbTFdY0EvqTI/x89njnH1CyNA=,0,53,102.0,False,2021-12-18 22:07:11.133,D,0.0,C706fAsUCltVULIZ3,44825,1639886831.133744,143.88.255.10,none
0,dns,134,True,0,udp,1.3113021850585938e-05,S0,10.0.10.1,2,1:F/NmBhM1XiwS616yns4RQJfGkfA=,0,53,78.0,False,2021-12-17 18:13:21.131,D,0.0,C1S9mB1f0L6txp1HCc,40153,1639786401.131106,143.88.255.10,none
0,dns,158,True,0,udp,1.5974044799804688e-05,S0,10.0.10.1,2,1:41EwpUVKwHvP4IlwPk+klRbR5M4=,0,53,102.0,False,2021-12-17 19:24:26.383,D,0.0,CtKm5GMkmZ6HMYCrb,52689,1639790666.38375,143.88.255.10,none
0,dns,134,True,0,udp,1.5974044799804688e-05,S0,10.0.10.1,2,1:/bhTgnM0AwsWNfHlkAth/aUDkoA=,0,53,78.0,False,2021-12-17 12:46:08.883,D,0.0,CeIHIX2igPH4r8UKLf,36266,1639766768.883865,143.88.255.10,none
0,dns,158,True,0,udp,1.3113021850585938e-05,S0,10.0.10.1,2,1:HIikexjVitl1s/AY1Ty8iXrbhkk=,0,53,102.0,False,2021-12-17 22:12:49.880,D,0.0,CbwanJ2nCjxyGpS1Tf,57216,1639800769.880482,143.88.255.10,none
5,dns,355,False,0,udp,0.00047206878662109375,SF,143.88.1.1,5,1:UmRul+zQfA4WEhp1kxjdEIkd9nU=,200,53,215.0,False,2021-12-17 07:24:11.794,Dd,60.0,Ct2JTD38EqQsrAWVV4,57186,1639747451.794271,143.88.1.53,none
0,dns,158,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:pZdLTdBEHojxC6/AQ5ADyWyi4tM=,0,53,102.0,False,2021-12-18 21:05:40.631,D,0.0,CnxCJ6P6np6HJ9TCh,35338,1639883140.631932,143.88.255.10,none
0,dns,134,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:aJy2hFuZftt0RTYmaMvrRpMUztM=,0,53,78.0,False,2021-12-17 08:24:59.381,D,0.0,Cml9rM1D9tndj53Mmi,40126,1639751099.38183,143.88.255.10,none
4,dns,268,False,0,udp,5.0044660568237305,SF,143.88.1.1,4,1:8keYsdDS4tfwDifsOZBPyTkux2s=,160,53,156.0,False,2021-12-18 22:38:45.892,Dd,48.0,CfzwGy3c6Om1PjUOn,47223,1639888725.89215,143.88.1.51,none
0,dns,158,True,0,udp,1.1205673217773438e-05,S0,10.0.10.1,2,1:3N/v9e4S4KKBokiVs/ZWHLyQb8c=,0,53,102.0,False,2021-12-18 21:32:54.134,D,0.0,C7KiXo1nQea8FjeoS5,49524,1639884774.134148,143.88.255.10,none
5,dns,310,False,0,udp,0.000492095947265625,SF,143.88.1.1,5,1:xlZtQrT2TUis9+9INWySN/YsvtQ=,200,53,170.0,False,2021-12-18 09:01:18.856,Dd,60.0,CY7Zfoc2lfD3h9Ede,63396,1639839678.856576,143.88.1.53,none
0,dns,134,True,0,udp,1.0013580322265625e-05,S0,10.0.10.1,2,1:yEYZXMzADcoNSkDJMueqLZAx49I=,0,53,78.0,False,2021-12-18 19:45:00.632,D,0.0,C0lDch1bn45r9aUzEl,42952,1639878300.632493,143.88.255.10,none
4,dns,316,False,0,udp,5.004415988922119,SF,143.88.1.1,4,1:+DzqDfKRpHbxnk6TtL+CboIJqFo=,160,53,204.0,False,2021-12-17 11:42:03.502,Dd,48.0,Cact6R2vYKAUZXnDRg,36249,1639762923.502805,143.88.1.51,none
0,dns,158,True,0,udp,8.106231689453125e-05,S0,10.0.10.1,2,1:mHN/3Isj7enuONHxoBdjDQs9uMI=,0,53,102.0,False,2021-12-17 14:54:12.383,D,0.0,Cj5a0R1Jf77Oxtfg7i,35996,1639774452.383976,143.88.255.10,none
0,dns,134,True,0,udp,1.4781951904296875e-05,S0,10.0.10.1,2,1:I/TulJRHtSu3uMBuVVUdq0EVigk=,0,53,78.0,False,2021-12-17 11:02:47.631,D,0.0,CJHmPi1rDIH8bNKoG4,53580,1639760567.631745,143.88.255.10,none
0,dns,134,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:8Nnz3+Hv866LvIhkKLVSYg/qVBc=,0,53,78.0,False,2021-12-18 06:21:22.133,D,0.0,CUZv8MQARpnFVVjZ3,58100,1639830082.133832,143.88.255.10,none
0,dns,56,False,0,udp,,S0,192.58.128.30,1,1:qQDYFjx6eqA/SM/PYO9uje0VUjM=,0,53,,False,2021-12-17 07:59:52.841,D,,CG9Scl1exYJUpFW0k1,37377,1639749592.841122,143.88.0.2,none
0,dns,158,True,0,udp,1.2874603271484375e-05,S0,10.0.10.1,2,1:/gYlb93iN7MaDavRwIEEaslMFK0=,0,53,102.0,False,2021-12-17 17:28:59.130,D,0.0,CfMQAK3mQ9isfIsmae,39854,1639783739.130489,143.88.255.10,none
0,dns,158,True,0,udp,1.5020370483398438e-05,S0,10.0.10.1,2,1:nhBBy6OAdYq1wQWUkmsoXu1Wgio=,0,53,102.0,False,2021-12-18 03:08:16.382,D,0.0,C8zRSY1JjIIjWvF72i,51252,1639818496.382439,143.88.255.10,none
0,dns,158,True,0,udp,9.059906005859375e-06,S0,10.0.10.1,2,1:7rm5apv9A3vkkcfyf9zne3yWIQo=,0,53,102.0,False,2021-12-17 09:49:41.382,D,0.0,CrQc7o39cqcYLfjtp3,52793,1639756181.382417,143.88.255.10,none
0,dns,134,True,0,udp,1.9073486328125e-05,S0,10.0.10.1,2,1:iRyljpK0Ghk9wD7KUhgoAcx5Z2U=,0,53,78.0,False,2021-12-18 08:45:33.631,D,0.0,Ct5Dzo4WmhJJfYS7Uf,54283,1639838733.631121,143.88.255.10,none
0,dns,158,True,0,udp,1.6927719116210938e-05,S0,10.0.10.1,2,1:LN7MiOIRmYu7I/8YzF20E3HzMoQ=,0,53,102.0,False,2021-12-18 03:36:30.380,D,0.0,CqGG4g4Hijzvhv6dKe,51623,1639820190.380528,143.88.255.10,none
0,dns,134,True,0,udp,1.3113021850585938e-05,S0,10.0.10.1,2,1:jaAhNmzhbHs+ljqrp/OJKMSHrlM=,0,53,78.0,False,2021-12-18 17:35:56.634,D,0.0,C0yVC31IUQOGI1wLV9,60982,1639870556.634487,143.88.255.10,none
0,dns,158,True,0,udp,1.2159347534179688e-05,S0,10.0.10.1,2,1:W7tQWWAANYe9tjIVpcYCGMyhtYI=,0,53,102.0,False,2021-12-17 11:32:32.384,D,0.0,C661Ug41lYNXTkUak1,59314,1639762352.384229,143.88.255.10,none
0,dns,158,True,0,udp,1.2159347534179688e-05,S0,10.0.10.1,2,1:DJZ1lOvOcq9YX/IIH0kQw+nxGYs=,0,53,102.0,False,2021-12-17 07:43:38.880,D,0.0,CARNQm4Kq1MK6r17Zg,41218,1639748618.880972,143.88.255.10,none
0,dns,134,True,0,udp,1.0013580322265625e-05,S0,10.0.10.1,2,1:g4K0gXboo782HKqHjyNy964Z4GQ=,0,53,78.0,False,2021-12-17 19:32:00.133,D,0.0,CWb7M04jCUxrqA4wc3,45269,1639791120.133283,143.88.255.10,none
0,dns,134,True,0,udp,1.0967254638671875e-05,S0,10.0.10.1,2,1:ATqvWf/9xgJcz2lBVRedjplhzYA=,0,53,78.0,False,2021-12-17 17:54:11.632,D,0.0,Cl6NdtVxn318sOEcl,48066,1639785251.632906,143.88.255.10,none
4,dns,316,False,0,udp,5.00006890296936,SF,143.88.1.1,4,1:m29CcX6v51UMtDmAfUsKREaHe2A=,160,53,204.0,False,2021-12-17 20:42:07.458,Dd,48.0,Ci7kKY2GjYKDo2AIO8,47149,1639795327.458435,143.88.1.51,none
0,dns,158,True,0,udp,1.71661376953125e-05,S0,10.0.10.1,2,1:r9cYSrHC/gQbS0EkRbgdIh4K8FA=,0,53,102.0,False,2021-12-18 17:26:21.883,D,0.0,C9NnFj2F6YNlP4GF9j,46001,1639869981.88334,143.88.255.10,none
0,dns,158,True,0,udp,1.2159347534179688e-05,S0,10.0.10.1,2,1:rtteSeqbbkCRD0206eMIyVzRQvI=,0,53,102.0,False,2021-12-17 17:17:23.381,D,0.0,Cov3Pk3z5U7ELjaRnh,41939,1639783043.381687,143.88.255.10,none
0,dns,88,False,0,udp,,S0,2001:7fd::1,1,1:2R4W5+NgdNbI9aEaIWAWFsWVqGM=,0,53,,False,2021-12-17 21:54:58.255,D,,ClrqPtYPR7yInCBQb,48925,1639799698.255019,fe80::250:56ff:fe9e:f1c3,none
0,dns,134,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:Y4cnSJ5dmT+4CT/z071AUjB8gVg=,0,53,78.0,False,2021-12-18 07:45:03.633,D,0.0,C1Uvb93yPIWqTH7Fe8,54102,1639835103.633342,143.88.255.10,none
0,dns,134,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:ItN/VNSYROXLEwAZA3Ixx26YxvA=,0,53,78.0,False,2021-12-17 15:49:39.883,D,0.0,CC9mWj4qmTjtnNu3ec,39861,1639777779.883653,143.88.255.10,none
0,dns,158,True,0,udp,1.3113021850585938e-05,S0,10.0.10.1,2,1:ryWAhN76c5kqWwzKF/Kp8DJCNKk=,0,53,102.0,False,2021-12-18 20:30:53.384,D,0.0,Cp2UCz1bsrEK8o6S2k,55008,1639881053.384003,143.88.255.10,none
4,dns,268,False,0,udp,5.00445294380188,SF,143.88.1.1,4,1:lt/rS2rjLk66i6Ox14JnW908SLo=,160,53,156.0,False,2021-12-18 13:37:42.168,Dd,48.0,CCJOxUnP6KIiAkjrh,38799,1639856262.168071,143.88.1.51,none
0,dns,158,True,0,udp,1.1920928955078125e-05,S0,10.0.10.1,2,1:DrEEfet++Zbnr52Jwis3DKe/uNg=,0,53,102.0,False,2021-12-18 13:46:32.881,D,0.0,CqTLxFLogWotLc589,45613,1639856792.881534,143.88.255.10,none
0,dns,134,True,0,udp,3.0994415283203125e-06,S0,10.0.10.1,2,1:aM3kgUpDFCSG8FYRoyKFD4MKjs4=,0,53,78.0,False,2021-12-17 20:47:07.380,D,0.0,C6EwHr21rHIV6N27Bk,38771,1639795627.380178,143.88.255.10,none
0,dns,134,True,0,udp,1.3113021850585938e-05,S0,10.0.10.1,2,1:QSMxCU56Vb71QctjZ4p0CooY3xo=,0,53,78.0,False,2021-12-18 19:34:25.382,D,0.0,CGBnru2BQ1844KOGL,54629,1639877665.38201,143.88.255.10,none
0,dns,158,True,0,udp,1.8835067749023438e-05,S0,10.0.10.1,2,1:Dcczib+0AIAhZeFXi96yicY9PsU=,0,53,102.0,False,2021-12-18 11:15:48.135,D,0.0,CNqS7o28naaSK1RHsh,35912,1639847748.135018,143.88.255.10,none
0,dns,134,True,0,udp,1.4066696166992188e-05,S0,10.0.10.1,2,1:D2Mf7bqab0f1agFA4dUK3loyrs8=,0,53,78.0,False,2021-12-17 08:13:23.634,D,0.0,C7ZiSV20YgJJ317k44,36071,1639750403.634872,143.88.255.10,none
0,dns,134,True,0,udp,9.059906005859375e-06,S0,10.0.10.1,2,1:aDa+b4tj0DEX0FPVYaMxkeR6AiU=,0,53,78.0,False,2021-12-18 12:48:34.130,D,0.0,CtzekL2MOpUW4zsTh6,52470,1639853314.130414,143.88.255.10,none
0,dns,158,True,0,udp,1.5974044799804688e-05,S0,10.0.10.1,2,1:p2Scl/O9WUSYVI1yVwXPc/Lk140=,0,53,102.0,False,2021-12-17 10:45:08.884,D,0.0,Cb6qoo1v0o80xcrwl5,59358,1639759508.884856,143.88.255.10,none
4,dns,268,False,0,udp,5.004388093948364,SF,143.88.1.1,4,1:5VBaItXFS5kj8N5ZMtgPQEJdaOI=,160,53,156.0,False,2021-12-18 01:30:50.190,Dd,48.0,CYrvbs2uazqUDwPLK7,50708,1639812650.190831,143.88.1.51,none
0,dns,134,True,0,udp,1.0967254638671875e-05,S0,10.0.10.1,2,1:+4yUFVQmFKY613G6KYRUesY2B7U=,0,53,78.0,False,2021-12-18 23:36:25.384,D,0.0,CnuzRf1XZ3uk66Qce5,56945,1639892185.384865,143.88.255.10,none
